Lat,Long,TempC,HumedadSuelo,HumedadRelativa
8.1,-84.75,27.4,,68.1
8.1,-84.7,27.4,,67.9
8.1,-84.65,27.4,,67.3
8.1,-84.6,27.4,,66.6
8.1,-84.55,27.4,,67.1
8.1,-84.5,27.4,,67.6
8.1,-84.45,27.5,,68.5
8.1,-84.4,27.5,,69.3
8.1,-84.35,27.5,,69.7
8.1,-84.3,27.5,,70.2
8.1,-84.25,27.5,,71.7
8.1,-84.2,27.5,,73.3
8.1,-84.15,27.5,,73.8
8.1,-84.1,27.5,,74.2
8.1,-84.05,27.4,,72.8
8.1,-84,27.4,,71.5
8.1,-83.95,27.4,,70.8
8.1,-83.9,27.4,,70.2
8.1,-83.85,27.4,,71.7
8.1,-83.8,27.5,,73.2
8.1,-83.75,27.5,,74.8
8.1,-83.7,27.5,,76.4
8.1,-83.65,27.4,,77
8.1,-83.6,27.4,,77.7
8.1,-83.55,27.3,,77.9
8.1,-83.5,27.3,,78.1
8.1,-83.45,27.3,,78.1
8.1,-83.4,27.3,,78.1
8.1,-83.35,27.3,,78.3
8.1,-83.3,27.4,,78.4
8.1,-83.25,27.4,,78.5
8.1,-83.2,27.3,,78.6
8.1,-83.15,27.3,,78.1
8.1,-83.1,27.2,,77.6
8.1,-83.05,27.2,,78.3
8.1,-83,27.2,,79.1
8.1,-82.95,27.2,,82.6
8.1,-82.9,27.2,,86.2
8.1,-82.85,27.2,,85.5
8.1,-82.8,27.2,,84.8
8.1,-82.75,27.3,,82.6
8.1,-82.7,27.2,,80.5
8.1,-82.65,27.2,,79.5
8.1,-82.6,27.3,,78.4
8.1,-82.55,27.2,,76.9
8.1,-82.5,27.2,,75.4
8.05,-86,27.1,,72.6
8.05,-85.95,27.1,,71.8
8.05,-85.9,27.1,,70.9
8.05,-85.85,27.1,,70
8.05,-85.8,27.1,,69.1
8.05,-85.75,27.1,,68.7
8.05,-85.7,27.1,,68.3
8.05,-85.65,27.2,,67.8
8.05,-85.6,27.2,,67.3
8.05,-85.55,27.2,,67
8.05,-85.5,27.2,,66.6
8.05,-85.45,27.2,,67
8.05,-85.4,27.2,,67.4
8.05,-85.35,27.3,,67.7
8.05,-85.3,27.3,,67.9
8.05,-85.25,27.3,,67.8
8.05,-85.2,27.3,,67.6
8.05,-85.15,27.3,,67.7
8.05,-85.1,27.3,,67.8
8.05,-85.05,27.3,,67.9
8.05,-85,27.3,,67.9
8.05,-84.95,27.3,,67.9
8.05,-84.9,27.4,,67.9
8.05,-84.85,27.4,,68.3
8.05,-84.8,27.4,,68.7
8.05,-84.75,27.4,,68.7
8.05,-84.7,27.4,,68.7
8.05,-84.65,27.4,,68.3
8.05,-84.6,27.4,,68
8.05,-84.55,27.4,,68.7
8.05,-84.5,27.4,,69.4
8.05,-84.45,27.4,,70.2
8.05,-84.4,27.4,,71.1
8.05,-84.35,27.5,,71
8.05,-84.3,27.5,,70.9
8.05,-84.25,27.5,,71.2
8.05,-84.2,27.5,,71.4
8.05,-84.15,27.5,,71.9
8.05,-84.1,27.5,,72.4
8.05,-84.05,27.4,,72.2
8.05,-84,27.4,,72
8.05,-83.95,27.4,,71.9
8.05,-83.9,27.4,,71.8
8.05,-83.85,27.4,,72.6
8.05,-83.8,27.4,,73.4
8.05,-83.75,27.4,,74.5
8.05,-83.7,27.5,,75.6
8.05,-83.65,27.4,,76.4
8.05,-83.6,27.4,,77.1
8.05,-83.55,27.4,,77.7
8.05,-83.5,27.3,,78.3
8.05,-83.45,27.3,,78.4
8.05,-83.4,27.3,,78.5
8.05,-83.35,27.3,,78.4
8.05,-83.3,27.3,,78.2
8.05,-83.25,27.3,,77.9
8.05,-83.2,27.3,,77.7
8.05,-83.15,27.3,,77.6
8.05,-83.1,27.2,,77.5
8.05,-83.05,27.2,,78.3
8.05,-83,27.2,,79.1
8.05,-82.95,27.3,,81.6
8.05,-82.9,25.8,,94.5
8.05,-82.85,27.3,,84.2
8.05,-82.8,27.3,,84.1
8.05,-82.75,27.3,,82.5
8.05,-82.7,27.3,,81
8.05,-82.65,27.3,,80.2
8.05,-82.6,27.3,,79.4
8.05,-82.55,27.3,,76.4
8.05,-82.5,27.3,,73.6
8,-86,27.1,,72.9
8,-85.95,27.1,,72.2
8,-85.9,27.1,,71.6
8,-85.85,27.2,,70.2
8,-85.8,27.2,,68.9
8,-85.75,27.2,,68.3
8,-85.7,27.2,,67.6
8,-85.65,27.2,,67.1
8,-85.6,27.2,,66.5
8,-85.55,27.2,,66.1
8,-85.5,27.3,,65.6
8,-85.45,27.3,,66.1
8,-85.4,27.2,,66.6
8,-85.35,27.3,,67.3
8,-85.3,27.3,,67.9
8,-85.25,27.3,,67.7
8,-85.2,27.3,,67.5
8,-85.15,27.3,,67.4
8,-85.1,27.3,,67.3
8,-85.05,27.3,,67.4
8,-85,27.3,,67.5
8,-84.95,27.3,,67.8
8,-84.9,27.3,,68.1
8,-84.85,27.4,,68.6
8,-84.8,27.4,,69.1
8,-84.75,27.4,,69.3
8,-84.7,27.4,,69.5
8,-84.65,27.4,,69.4
8,-84.6,27.4,,69.4
8,-84.55,27.4,,70.3
8,-84.5,27.4,,71.2
8,-84.45,27.4,,72
8,-84.4,27.4,,72.8
8,-84.35,27.4,,72.3
8,-84.3,27.4,,71.7
8,-84.25,27.5,,70.6
8,-84.2,27.5,,69.5
8,-84.15,27.5,,70
8,-84.1,27.5,,70.6
8,-84.05,27.5,,71.6
8,-84,27.4,,72.6
8,-83.95,27.4,,73
8,-83.9,27.4,,73.4
8,-83.85,27.4,,73.5
8,-83.8,27.3,,73.6
8,-83.75,27.4,,74.2
8,-83.7,27.4,,74.8
8,-83.65,27.4,,75.7
8,-83.6,27.5,,76.5
8,-83.55,27.4,,77.6
8,-83.5,27.4,,78.6
8,-83.45,27.4,,78.8
8,-83.4,27.3,,79
8,-83.35,27.3,,78.5
8,-83.3,27.3,,78
8,-83.25,27.3,,77.4
8,-83.2,27.3,,76.8
8,-83.15,27.3,,77.2
8,-83.1,27.3,,77.5
8,-83.05,27.3,,78.3
8,-83,27.3,,79
8,-82.95,27.3,,80.7
8,-82.9,27.4,,82.4
8,-82.85,27.4,,82.9
8,-82.8,27.4,,83.3
8,-82.75,27.4,,82.4
8,-82.7,27.4,,81.5
8,-82.65,27.4,,80.9
8,-82.6,27.4,,80.4
8,-82.55,27.4,,76
8,-82.5,27.5,,71.8
